ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Timepoint;Organoids Selected - Number of Objects;Organoids Selected - Cell Area [µm²] - Mean per Well;Organoids Selected - Cell Area [µm²] - StdDev per Well;Organoids Selected - Cell Area [µm²] - Sum per Well;Organoids Selected - Cell Area [µm²] - Max per Well;Organoids Selected - Cell Area [µm²] - Min per Well;Organoids Selected - Cell Area [µm²] - Median per Well;Organoids Selected - Cell Roundness - Mean per Well;Organoids Selected - Cell Roundness - StdDev per Well;Organoids Selected - Cell Roundness - Sum per Well;Organoids Selected - Cell Roundness - Max per Well;Organoids Selected - Cell Roundness - Min per Well;Organoids Selected - Cell Roundness - Median per Well;Organoids Selected - Intensity Cell Channel2 Mean - Mean per Well;Organoids Selected - Intensity Cell Channel2 Mean - StdDev per Well;Organoids Selected - Intensity Cell Channel2 Mean - Sum per Well;Organoids Selected - Intensity Cell Channel2 Mean - Max per Well;Organoids Selected - Intensity Cell Channel2 Mean - Min per Well;Organoids Selected - Intensity Cell Channel2 Mean - Median per Well;Number of Analyzed Fields;Link
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A18;1;18;1;73;5016.74158691;2032.89188168;366222.135844;15532.1606233;1351.03926458;4754.72132041;0.741677001455;0.178869953057;54.1424211062;0.965683834728;0.16682274624;0.792373421503;4053.85860611;866.203447366;295931.678246;7167.2910412;2772.39225053;4062.62667881;1;http://columbus.science.uu.nl/browse/measurement/4655/well=1.18
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A19;1;19;1;77;4595.75681799;2119.44178015;353873.274985;11025.5024618;1143.4327582;4301.18095263;0.62347924712;0.141072841735;48.0079020282;0.853826157566;0.168549446518;0.643499996596;2617.12528134;337.912427778;201518.646664;3631.35225956;2018.86688852;2625.06714628;1;http://columbus.science.uu.nl/browse/measurement/4655/well=1.19
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A20;1;20;1;76;18128.6287981;116446.287791;1377775.78865;1019712.05618;1404.27170211;4342.16992953;0.607877394969;0.146880752328;46.1986820177;0.840405541391;0.0906428289884;0.641935652112;2594.41967345;314.804128509;197175.895182;3551.93892955;2002.68629962;2590.7216553;1;http://columbus.science.uu.nl/browse/measurement/4655/well=1.20
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A21;1;21;1;100;7050.17855223;11983.2594813;705017.855223;120336.183637;1032.70928813;5357.84483766;0.506850862659;0.154787271528;50.6850862659;0.808102562686;0.0579634810468;0.522686551696;2651.21451057;412.848971409;265121.451057;3832.84599612;2090.1303813;2580.39997901;1;http://columbus.science.uu.nl/browse/measurement/4655/well=1.21
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A22;1;22;1;76;6665.30354614;2980.02530792;506563.069506;14114.0484874;1145.5620557;6108.95453124;0.511185164301;0.122213933734;38.8500724869;0.805050172033;0.104604772854;0.5251923003;2552.95294858;315.910868773;194024.424092;3292.84134293;1992.75;2550.50112208;1;http://columbus.science.uu.nl/browse/measurement/4655/well=1.22
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A23;1;23;1;39;5534.23529669;10096.4980191;215835.176571;57411.1838789;1420.24143337;2878.81022176;0.597163232181;0.124449844288;23.289366055;0.8350533952;0.0998054677478;0.610115052524;2925.37623292;752.862981722;114089.673084;7389.71077767;2557.58654971;2805.59924147;1;http://columbus.science.uu.nl/browse/measurement/4655/well=1.23
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A24;1;24;1;89;5089.35597379;7996.30884472;452952.681667;74447.6931868;1129.59232444;3678.3614335;0.558141136485;0.131357235844;49.6745611472;0.816572923048;0.0636678193946;0.576651863819;2803.12421456;524.870244837;249478.055095;5633.00119643;2064.36495293;2741.8604573;1;http://columbus.science.uu.nl/browse/measurement/4655/well=1.24
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B1;2;1;1;76;4933.16205444;2035.40056456;374920.316137;11085.1227918;1211.57027824;4727.57277727;0.863522053277;0.0751543774121;65.6276760491;0.975655414454;0.609113591604;0.878282824675;4737.51256747;721.745229942;360050.955128;6405.22229917;3182.78178484;4754.78604172;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.1
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B2;2;2;1;83;5408.37717203;3361.30000484;448895.305279;19418.1285631;1001.83447436;4593.95935906;0.708747977462;0.189597097636;58.8260821293;0.956541679376;0.0869615254802;0.754019588725;3360.02500139;540.507155132;278882.075116;4642.20094303;2347.05392339;3352.16162727;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.2
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B3;2;3;1;79;7675.53799984;26209.7747348;606367.501988;236914.157185;1632.10653475;4317.15068389;0.765506793778;0.129746308142;60.4750367085;0.935136555148;0.106049391088;0.789193688437;3433.1333711;589.715110989;271217.536317;5347.11347432;2460.88323549;3337.43818466;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.3
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B4;2;4;1;64;7110.77237047;10822.1192623;455089.43171;86684.7659268;1388.30197085;4989.47636993;0.806703265197;0.148408765889;51.6290089726;0.972005662884;0.234642058267;0.853514104069;4144.41298329;923.98595904;265242.43093;7636.31755818;2827.82314205;4029.33823062;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.4
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B5;2;5;1;76;14063.0574157;62196.7906019;1068792.36359;542599.300419;1178.56616697;4612.05838782;0.654871013842;0.196381658216;49.770197052;0.884716705074;0.00818803515809;0.715980346662;2985.23705289;435.209946176;226878.01602;3865.2589832;2135.43450768;3048.55067305;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.5
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B6;2;6;1;82;11134.3173542;55126.8736906;913014.023043;501942.493929;1010.35166437;4394.87004269;0.669816268968;0.221804448717;54.9249340554;0.936573516265;0.0321437798686;0.728285021629;3068.50564652;506.042222534;251617.463015;4243.5046475;2243.84032476;3004.13686193;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.6
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B7;2;7;1;85;6782.23840115;15153.2348829;576490.264098;141717.524497;1060.39015565;4432.13274896;0.691006379307;0.162188928564;58.7355422411;0.91754480095;0.0234985360406;0.725078989402;3091.95329587;930.428284028;262816.030149;10830.062949;2379.46453333;3018.57163273;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.7
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B8;2;8;1;84;3906.23428931;1707.92130687;328123.680302;12330.7618301;1549.0639322;3553.2652053;0.657468899328;0.107009579927;55.2273875436;0.897843323901;0.383690683888;0.680767230786;2780.16419503;340.601088141;233533.792383;4177.61316593;2243.06254296;2736.14589848;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.8
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B9;2;9;1;56;16794.0735781;85351.3975374;940468.120376;643663.212372;1094.45891567;4609.92909032;0.684636516726;0.185121670062;38.3396449366;0.929862523727;0.039276949141;0.722173453005;3052.76973077;527.325089377;170955.104923;4176.79570012;2249.35002752;2984.04046152;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.9
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B10;2;10;1;58;14773.6351004;71160.1322224;856870.835826;546580.022097;1470.27992465;4969.24804367;0.672238316591;0.166421203027;38.9898223623;0.893594443374;0.0117609263744;0.712094443408;2926.44721688;474.850939329;169733.938579;4729.43838028;2205.71472582;2898.9935058;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.10
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B11;2;11;1;75;12695.0136559;31139.9077817;952126.024196;241379.294045;1239.25114576;5677.77178723;0.663884903989;0.203980240951;49.7913677992;0.885793882362;0.0507552288507;0.730017856295;2922.74952322;539.179705893;219206.214241;5740.82295989;2192.40068063;2945.13110027;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.11
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B12;2;12;1;89;8941.90112031;23225.2904242;795829.199707;165723.224526;1065.7133994;5103.92611063;0.671220783147;0.186485560505;59.7386497001;0.899344766883;0.0838968628135;0.709093345116;2925.18115218;493.148181264;260341.122544;4784.22477694;2151.58235623;2927.75221463;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.12
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B13;2;13;1;71;5949.24222359;5832.20177441;422396.197875;50279.1018983;1605.49031598;5146.51206065;0.843703835679;0.103711054102;59.9029723332;0.982898015135;0.268141057338;0.857519193738;3868.86052592;875.143771042;274689.09734;6325.76467591;2636.88461538;3781.91668465;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.13
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B14;2;14;1;72;9454.30270761;30177.6601403;680709.794948;260635.595998;1551.1932297;5195.48590318;0.800047127624;0.123907748475;57.6033931889;0.963729709701;0.205782842842;0.832794719462;3442.70645717;741.616580867;247874.864916;5560.52757993;2396.594372;3249.69376623;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.14
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B15;2;15;1;72;9583.53923651;39132.9567648;690014.825029;336376.837417;1688.53291853;4676.46963724;0.7187529995;0.138053891455;51.750215964;0.89636081665;0.153755977653;0.743854089998;2924.16175872;430.912632815;210539.646628;4113.03730059;2195.16267339;2877.43050591;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.15
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B16;2;16;1;106;10457.6429234;36913.3157255;1108510.14988;282674.889786;1095.52356442;4131.90180128;0.58266709869;0.217247933505;61.7627124612;0.874912390679;0.0304058295981;0.634112576029;2626.23366218;357.080183125;278380.768191;3629.03317367;2070.19301587;2645.87642297;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.16
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B17;2;17;1;80;9479.16669198;27509.7076814;758333.335358;250107.284503;1469.2152759;5433.96722333;0.744985671692;0.114276131839;59.5988537353;0.934436444021;0.21070762438;0.764567299092;3080.80668924;594.140796359;246464.535139;4643.95327493;2273.77880468;2920.16023304;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.17
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B18;2;18;1;88;8662.39357687;15874.2765144;762290.634764;126307.79848;1107.23470068;5364.23273016;0.654160221353;0.222779609027;57.566099479;0.906717141683;0.0368313534935;0.721597839681;2918.58881581;486.635051203;256835.815791;4140.45501162;2157.50376971;2930.54637317;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.18
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B19;2;19;1;71;24960.8399096;151002.306136;1772219.63358;1275741.98169;1031.64463938;5515.94517713;0.580273289504;0.148198470679;41.1994035548;0.774851351729;0.0322105656496;0.617869310126;2346.68324587;211.530621553;166614.510457;2853.40361838;1821.8627451;2365.33747141;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.19
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B20;2;20;1;68;25840.9979098;166135.732157;1757187.85787;1375121.61932;1115.75189068;4759.51223979;0.558377028066;0.175832820756;37.9696379085;0.78265797159;0.0138439828615;0.611377693776;2247.83306753;208.128791431;152852.648592;2650.12356257;1772.21128799;2274.52095961;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.20
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B21;2;21;1;86;6252.43451985;3982.86232685;537709.368707;17403.8131269;1018.86885437;5445.14603521;0.424865044513;0.135289550927;36.5383938281;0.685085478729;0.0793923965353;0.449994924803;2075.65161881;157.540966551;178506.039217;2431.0385722;1760.26024705;2084.98785074;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.21
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B22;2;22;1;66;8403.48229244;7499.70398116;554629.831301;50724.1250761;1261.60876952;7172.53863314;0.5544306626;0.127346557309;36.5924237316;0.73710450322;0.0644270754252;0.578162482188;2306.85964885;307.919497734;152252.736824;3299.29611284;1873.24501845;2280.02090154;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.22
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B23;2;23;1;38;4738.77960622;7639.29962947;180073.625037;44098.8159008;1338.26347957;2554.09235281;0.635383143956;0.125686040093;24.1445594703;0.89904459364;0.373580175568;0.62501107748;2593.29974457;576.053160524;98545.3902935;6016.63121492;2401.60309278;2477.10589655;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.23
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B24;2;24;1;82;3914.42781868;2104.09740609;320983.081132;12413.8044326;1179.63081572;3652.80986349;0.510180165043;0.142927158607;41.8347735335;0.819005761291;0.142678800294;0.548851417711;2593.72273608;276.175590437;212685.264358;3412.98606839;2065.82861762;2606.76783614;1;http://columbus.science.uu.nl/browse/measurement/4655/well=2.24
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C1;3;1;1;75;5297.77735514;3385.57266542;397333.301636;17480.467837;1260.54412077;4363.99522892;0.828286648794;0.071423285383;62.1214986595;0.972950245465;0.650468079009;0.84067259743;3954.64212438;552.858103883;296598.159329;5414.18380241;2933.75017446;3934.84932017;1;http://columbus.science.uu.nl/browse/measurement/4655/well=3.1
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C2;3;2;1;83;9359.6863256;33965.3819673;776853.965024;313782.861631;1045.48507314;5000.65518181;0.742609802302;0.138006055731;61.6366135911;0.918104551509;0.0339656324691;0.767197959396;2956.0987962;378.306645665;245356.200085;3903.0107487;2030.09361527;2943.89097744;1;http://columbus.science.uu.nl/browse/measurement/4655/well=3.2
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C3;3;3;1;66;6942.70355133;4607.78613658;458218.434388;22384.2399825;1324.42304581;5782.10736479;0.802536088031;0.0915900272998;52.96738181;0.994994396907;0.554653091937;0.82424243613;3605.75341467;708.445428631;237979.725368;5369.77458564;2381.76096181;3560.54608227;1;http://columbus.science.uu.nl/browse/measurement/4655/well=3.3
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;54;6095.96187334;2623.65016887;329181.94116;13369.8590107;2370.9727677;5305.67704887;0.915163052468;0.0544149238806;49.4188048333;0.991037743299;0.756649201604;0.922191102107;5236.73405252;991.142950974;282783.638836;7397.75464084;3405.23988685;5140.43434981;1;http://columbus.science.uu.nl/browse/measurement/4655/well=3.4
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C5;3;5;1;54;6209.83985822;3691.30764109;335331.352344;19556.5329007;1384.04337585;5249.25066509;0.876962445753;0.0763066007362;47.3559720706;0.995359175681;0.605174400776;0.895384655171;4328.30639322;971.982608686;233728.545234;7353.14571895;2923.95308924;4171.76798755;1;http://columbus.science.uu.nl/browse/measurement/4655/well=3.5
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C6;3;6;1;60;6497.51583694;3939.58988385;389850.950216;19936.6125047;1546.9346347;5665.52832659;0.870432310707;0.063453017368;52.2259386424;0.978939777838;0.718722348898;0.877066652431;4069.62730148;915.206881321;244177.638089;8273.87776354;2754.3597025;3937.25806822;1;http://columbus.science.uu.nl/browse/measurement/4655/well=3.6
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C7;3;7;1;83;5128.07952746;2708.58769508;425630.600779;21665.6020758;1172.17827447;4616.31698283;0.797251617626;0.106842864134;66.1718842629;0.951945749421;0.187224109894;0.815196722644;3463.88583013;629.665883599;287502.523901;5150.48819861;2364.4322504;3439.71464646;1;http://columbus.science.uu.nl/browse/measurement/4655/well=3.7
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C8;3;8;1;68;6029.46597673;16137.9890403;410003.686417;136282.492625;1132.78627069;3823.68598797;0.716400261911;0.123471424265;48.7152178099;0.91924203357;0.106538558884;0.720387232782;3024.34972514;560.489053607;205655.78131;5653.54522581;2323.53196347;2923.35614208;1;http://columbus.science.uu.nl/browse/measurement/4655/well=3.8
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C9;3;9;1;73;6901.6365709;3938.19591887;503819.469676;21495.2582757;1028.45069313;5936.48143364;0.804031118199;0.109936480207;58.6942716285;0.96229825769;0.500242230723;0.831039052576;3528.11560685;699.906460565;257552.4393;5898.96131978;2393.563147;3446.47318673;1;http://columbus.science.uu.nl/browse/measurement/4655/well=3.9
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C10;3;10;1;82;7212.33312608;7813.03336201;591411.316338;68143.9079342;1091.26496942;5824.16099044;0.787951770904;0.16415317023;64.6120452141;0.96389098169;0.0594796745635;0.828534422146;3462.88507008;723.20129025;283956.575746;5302.88753021;2373.11904762;3409.39876953;1;http://columbus.science.uu.nl/browse/measurement/4655/well=3.10
